school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,EDITORIAL BOARD,LIBRARY AND EDITORIAL CLUB
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,THE ECO-SUSTAINABILITY LEADERSHIP ACADEMY
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,THE ECO-SUSTAINABILITY LEADERSHIP ACADEMY
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOM CLUB,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,INFOCOM CLUB,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SERVICE LEARNING CLUB,SERVICE AND CITIZENSHIP SOCIETY
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,SERVICE LEARNING CLUB,SERVICE AND CITIZENSHIP SOCIETY
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SWIMMING,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,CONCERT BAND
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,DANCE ENSEMBLE
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHESS CLUB,CHESS CLUB - WEIQI
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,IT CLUB,ICT CLUB
RIVERSIDE PRIMARY SCHOOL,,PHYSICAL SPORTS,ARCHERY,
RIVERSIDE PRIMARY SCHOOL,,UNIFORMED GROUPS,SCOUTS,
RIVERSIDE PRIMARY SCHOOL,,PHYSICAL SPORTS,NETBALL,
RIVERSIDE PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,
RIVERSIDE PRIMARY SCHOOL,,UNIFORMED GROUPS,GOLF,
RIVERSIDE PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,CHOIR,
RIVERSIDE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
RIVERSIDE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
RIVERSIDE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
RIVERSIDE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
RIVERSIDE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,SOFTBALL (GIRLS ONLY)
RIVERSIDE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
RIVERSIDE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
RIVERSIDE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
RIVERSIDE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,ST JOHN BRIGADE
RIVERSIDE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (SEA),na
RIVERSIDE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
RIVERSIDE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,na
RIVERSIDE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
RIVERSIDE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,DANCE - CHINESE
RIVERSIDE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
RIVERSIDE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
RIVERSIDE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
RIVERSIDE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,VISUAL ARTS
RIVERSIDE SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,INFOCOMM
RIVERSIDE SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
RIVERVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
RIVERVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,HOCKEY
RIVERVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,SOCCER
RIVERVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,ATHLETICS
RIVERVALE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,RED CROSS YOUTH
RIVERVALE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,BRASS BAND
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,GUZHENG
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - BALLET,FUSION DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,LION DANCE TROUPE,LION DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,ROBOTICS
ROSYTH SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
ROSYTH SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
ROSYTH SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
ROSYTH SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
ROSYTH SCHOOL,PRIMARY,PHYSICAL SPORTS,TENNIS,na
ROSYTH SCHOOL,PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na
ROSYTH SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
ROSYTH SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
ROSYTH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
ROSYTH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
ROSYTH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
ROSYTH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
ROSYTH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
ROSYTH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,BRASS BAND
ROSYTH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
ROSYTH SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHESS CLUB,na
ROSYTH SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
ROSYTH SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ADVANCED MATHEMATICS ENRICHMENT CLUB,na
RULANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
RULANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,HANDBALL
RULANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SOFTBALL,na
RULANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
RULANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
RULANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
RULANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
RULANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
RULANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
RULANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
RULANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
RULANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,PHYSICAL SPORTS,CROSS COUNTRY,ATHLETICS
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,PHYSICAL SPORTS,FENCING,na
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,PHYSICAL SPORTS,TAEKWONDO,na
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,PHYSICAL SPORTS,FLOORBALL,na
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,GUITAR ENSEMBLE
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,ENGLISH DRAMA CLUB
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,VISUAL AND PERFORMING ARTS,MUSIC_ DRAMA & DANCE CLUB,SHOW CHOIR
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,CLUBS AND SOCIETIES,ASTRONOMY CLUB,na
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,na
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
SCHOOL OF SCIENCE AND TECHNOLOGY_ SINGAPORE,SECONDARY,VISUAL AND PERFORMING ARTS,MEDIA CLUB,na
SCHOOL OF THE ARTS_ SINGAPORE,,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,
SCHOOL OF THE ARTS_ SINGAPORE,,VISUAL AND PERFORMING ARTS,NCC (LAND),
SCHOOL OF THE ARTS_ SINGAPORE,,VISUAL AND PERFORMING ARTS,ENSEMBLE - PERCUSSION,
SCHOOL OF THE ARTS_ SINGAPORE,,PHYSICAL SPORTS,BAND - CONCERT,
SCHOOL OF THE ARTS_ SINGAPORE,,CLUBS AND SOCIETIES,ART AND CRAFT CLUB,
SEMBAWANG PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,ENSEMBLE - HANDBELL/HANDCHIME,
SEMBAWANG PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,CHOIR,
SEMBAWANG PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,NCC (LAND),
SEMBAWANG PRIMARY SCHOOL,,UNIFORMED GROUPS,ST. JOHN BRIGADE,
SEMBAWANG PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,NATIONAL CIVIL DEFENCE CADET CORPS,
SEMBAWANG PRIMARY SCHOOL,,PHYSICAL SPORTS,NETBALL,
SEMBAWANG SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON TEAM
SEMBAWANG SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL TEAM
SEMBAWANG SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,SOCCER TEAM
SEMBAWANG SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL TEAM
SEMBAWANG SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL TEAM
SEMBAWANG SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,BOYS' BRIGADE
SEMBAWANG SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,GIRLS' BRIGADE
SEMBAWANG SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,NATIONAL POLICE CADET CORPS
SEMBAWANG SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (SEA),NATIONAL CADET CORPS (SEA)
SEMBAWANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
SEMBAWANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
SEMBAWANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,CONCERT BAND - SEMBWINDS
SEMBAWANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART AND DESIGN CLUB
SEMBAWANG SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,AUDIO VISUAL AIDS CLUB
SEMBAWANG SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE CLUB,MEDIACOMM CLUB
SENG KANG PRIMARY SCHOOL,,PHYSICAL SPORTS,BADMINTON,
SENG KANG PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,NATIONAL CIVIL DEFENCE CADET CORPS,
SENG KANG PRIMARY SCHOOL,,PHYSICAL SPORTS,NETBALL,
SENG KANG PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,ROBOTICS CLUB,
SENG KANG PRIMARY SCHOOL,,PHYSICAL SPORTS,TENNIS,
SENG KANG PRIMARY SCHOOL,,CLUBS AND SOCIETIES,SCIENCE SOCIETY,
SENG KANG SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
SENG KANG SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
SENG KANG SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,HOCKEY,na
SENG KANG SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
SENG KANG SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
SENG KANG SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
SENG KANG SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
SENG KANG SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,na
SENG KANG SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
SENG KANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
SENG KANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,na
SENG KANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
SENG KANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
SENG KANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
SENG KANG SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
SENG KANG SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,MEDIA SERVICES CLUB
SENG KANG SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,CABIN,PROJECT CABIN
SENGKANG GREEN PRIMARY SCHOOL,,PHYSICAL SPORTS,FOOTBALL,
SENGKANG GREEN PRIMARY SCHOOL,,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,
SENGKANG GREEN PRIMARY SCHOOL,,CLUBS AND SOCIETIES,ART AND CRAFT CLUB,
SENGKANG GREEN PRIMARY SCHOOL,,PHYSICAL SPORTS,BADMINTON,
SENGKANG GREEN PRIMARY SCHOOL,,PHYSICAL SPORTS,ART AND CRAFT CLUB,
SENGKANG GREEN PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,
SENGKANG GREEN PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LANGUAGE ART,LANGUAGE ART(2ND CCA)
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON(BOYS)
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL(BOYS)
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL(BOYS)
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS(BOYS)
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL(GIRLS)
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,RED CROSS YOUTH
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),NCC(BOYS)
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,DANCE - INTL
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,IT CLUB,MEDIA CLUB
SERANGOON GARDEN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOM CLUB,ROBOTICS CLUB
SERANGOON SECONDARY SCHOOL,,CLUBS AND SOCIETIES,DANCE - INTERNATIONAL,
SERANGOON SECONDARY SCHOOL,,CLUBS AND SOCIETIES,DRAMA - ENGLISH,
SERANGOON SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,NCC (LAND),
SERANGOON SECONDARY SCHOOL,,PHYSICAL SPORTS,FOOTBALL,
SERANGOON SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,
SERANGOON SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,BAND - MILITARY,
SHUQUN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
SHUQUN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
SHUQUN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
SHUQUN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SAILING,na
SHUQUN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
SHUQUN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,GOLF,na
SHUQUN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SILAT,na
SHUQUN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
SHUQUN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
SHUQUN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
SHUQUN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,STRING - ENSEMBLE (violin)
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,na
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,CONTEMPORARY DANCE
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,LION DANCE TROUPE,na
SHUQUN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,GREEN CLUB,na
SHUQUN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIBRARY,na
SHUQUN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,PUBLICATION AND MEDIA CLUB,MEDIA PRODUCTION HOUSE
SI LING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
SI LING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SEPAK TAKRAW,na
SI LING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
SI LING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
SI LING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
SI LING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
SI LING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,na
SI LING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
SI LING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
SI LING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,COMPUTER CLUB,ICT CLUB
SI LING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,ECO FRIENDS
SI LING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHEERLEADING CLUB,na
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,,PHYSICAL SPORTS,ATHLETICS,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,,UNIFORMED GROUPS,SCOUTS,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,,UNIFORMED GROUPS,ST. JOHN BRIGADE,
SINGAPORE CHINESE GIRLS' SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,
SINGAPORE CHINESE GIRLS' SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,
SINGAPORE CHINESE GIRLS' SCHOOL,,CLUBS AND SOCIETIES,DANCE - INTERNATIONAL,
SINGAPORE CHINESE GIRLS' SCHOOL,,VISUAL AND PERFORMING ARTS,BAND - CONCERT,
SINGAPORE CHINESE GIRLS' SCHOOL,,PHYSICAL SPORTS,BASKETBALL,
SINGAPORE CHINESE GIRLS' SCHOOL,,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,
SINGAPORE SPORTS SCHOOL,,PHYSICAL SPORTS,WUSHU,
SINGAPORE SPORTS SCHOOL,,VISUAL AND PERFORMING ARTS,ENSEMBLE - PERCUSSION,
SINGAPORE SPORTS SCHOOL,,PHYSICAL SPORTS,BADMINTON,
SINGAPORE SPORTS SCHOOL,,PHYSICAL SPORTS,CANOEING/ROWING/DRAGON BOAT,
SINGAPORE SPORTS SCHOOL,,PHYSICAL SPORTS,FOOTBALL,
SINGAPORE SPORTS SCHOOL,,VISUAL AND PERFORMING ARTS,CHOIR,
